case_id,source_file,pair_id,pair_type,kind_hint,target_vitals,direction_accuracy,normalized_l2,num_target_vitals,num_missing_predictions,missing_predictions,direction_match,before_vitals,target_vitals_values,predicted_vitals,llm_raw_response,llm_parse_error,llm_api_error,model
subarachnoid_hemorrhage_increased_icp,transitions/Neurology/Subarachnoid Hemorrhage with Increased Intracranial Pressure.json,p3,physiology_response,airway_management,"[""O2Sat""]",1.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 102, ""BP_sys"": 200, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""O2Sat"": 99}","{""BP_dia"": 102, ""BP_sys"": 200, ""HR"": 110, ""O2Sat"": 98, ""RR"": 8, ""T"": 36.9}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":98,""RR"":null,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage_increased_icp,transitions/Neurology/Subarachnoid Hemorrhage with Increased Intracranial Pressure.json,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,6.224146527838174,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": 102, ""BP_sys"": 200, ""HR"": 110, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""BP_dia"": 112, ""BP_sys"": 220, ""HR"": 55}","{""BP_dia"": 105, ""BP_sys"": 205, ""HR"": 115, ""O2Sat"": 95, ""RR"": 8, ""T"": 36.9}","{""vitals"":{""BP_dia"":105,""BP_sys"":205,""HR"":115,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
asthma_in_pregnancy,transitions/OB-GYN/Asthma in Pregnancy.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.0,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 59, ""BP_sys"": 99, ""HR"": 95, ""O2Sat"": 85, ""RR"": 32, ""T"": 36.9}","{""O2Sat"": 93}","{""BP_dia"": 59, ""BP_sys"": 99, ""HR"": 95, ""O2Sat"": 93, ""RR"": 32, ""T"": 36.9}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":93,""RR"":null,""T"":null}}",,,gpt-5.5
asthma_in_pregnancy,transitions/OB-GYN/Asthma in Pregnancy.json,p2,physiology_response,bronchodilator,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,3.340658617698013,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true, ""RR"": false, ""T"": true}","{""BP_dia"": 59, ""BP_sys"": 99, ""HR"": 95, ""O2Sat"": 85, ""RR"": 32, ""T"": 36.9}","{""BP_dia"": 68, ""BP_sys"": 106, ""HR"": 112, ""O2Sat"": 93, ""RR"": 45, ""T"": 36.9}","{""BP_dia"": 60, ""BP_sys"": 100, ""HR"": 108, ""O2Sat"": 88, ""RR"": 30, ""T"": 36.9}","{""vitals"":{""BP_dia"":60,""BP_sys"":100,""HR"":108,""O2Sat"":88,""RR"":30,""T"":36.9}}",,,gpt-5.5
asthma_in_pregnancy,transitions/OB-GYN/Asthma in Pregnancy.json,p3,physiology_response,bronchodilator,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",1.0,0.45825756949558405,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 68, ""BP_sys"": 106, ""HR"": 105, ""O2Sat"": 96, ""RR"": 27, ""T"": 36.9}","{""BP_dia"": 68, ""BP_sys"": 106, ""HR"": 100, ""O2Sat"": 98, ""RR"": 25, ""T"": 36.9}","{""BP_dia"": 66, ""BP_sys"": 104, ""HR"": 103, ""O2Sat"": 97, ""RR"": 25, ""T"": 36.9}","{""vitals"":{""BP_dia"":66,""BP_sys"":104,""HR"":103,""O2Sat"":97,""RR"":25,""T"":36.9}}",,,gpt-5.5
eclampsia_apnea_magnesium_sulfate,transitions/OB-GYN/Eclampsia with Apnea Secondary to Magnesium Sulfate Administration.json,p1,time_progression,no_action,"[""HR""]",0.0,1.8,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 115, ""BP_sys"": 175, ""HR"": 110, ""O2Sat"": 96, ""RR"": 20, ""T"": 36.5}","{""HR"": 130}","{""BP_dia"": 115, ""BP_sys"": 175, ""HR"": 112, ""O2Sat"": 96, ""RR"": 20, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":112,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
eclampsia_apnea_magnesium_sulfate,transitions/OB-GYN/Eclampsia with Apnea Secondary to Magnesium Sulfate Administration.json,p3,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 88, ""RR"": 0, ""T"": null}","{""O2Sat"": 93}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 94, ""RR"": 0, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
eclampsia_apnea_magnesium_sulfate,transitions/OB-GYN/Eclampsia with Apnea Secondary to Magnesium Sulfate Administration.json,p4,physiology_response,airway_medication,"[""BP_sys"", ""BP_dia""]",0.0,1.118033988749895,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 88, ""RR"": 0, ""T"": null}","{""BP_dia"": 110, ""BP_sys"": 160}","{""BP_dia"": 105, ""BP_sys"": 150, ""HR"": 110, ""O2Sat"": 88, ""RR"": 0, ""T"": null}","{""vitals"":{""BP_dia"":105,""BP_sys"":150,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
eclampsia_apnea_magnesium_sulfate,transitions/OB-GYN/Eclampsia with Apnea Secondary to Magnesium Sulfate Administration.json,p5,physiology_response,airway_management,"[""O2Sat""]",1.0,0.4,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 88, ""RR"": 0, ""T"": null}","{""O2Sat"": 98}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 96, ""RR"": 0, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":96,""RR"":null,""T"":null}}",,,gpt-5.5
eclampsia_apnea_magnesium_sulfate,transitions/OB-GYN/Eclampsia with Apnea Secondary to Magnesium Sulfate Administration.json,p6,physiology_response,vasodilator,"[""BP_sys"", ""BP_dia""]",1.0,0.5,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 115, ""BP_sys"": 165, ""HR"": 110, ""O2Sat"": 98, ""RR"": 12, ""T"": null}","{""BP_dia"": 100, ""BP_sys"": 145}","{""BP_dia"": 100, ""BP_sys"": 150, ""HR"": 110, ""O2Sat"": 98, ""RR"": 12, ""T"": null}","{""vitals"":{""BP_dia"":100,""BP_sys"":150,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
late_onset_postpartum_preeclampsia,transitions/OB-GYN/Late Post Partum Pre-eclampsia.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.0,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 105, ""BP_sys"": 170, ""HR"": 126, ""O2Sat"": 92, ""RR"": 23, ""T"": 36.5}","{""O2Sat"": 95}","{""BP_dia"": 105, ""BP_sys"": 170, ""HR"": 126, ""O2Sat"": 95, ""RR"": 23, ""T"": 36.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":95,""RR"":null,""T"":null}}",,,gpt-5.5
late_onset_postpartum_preeclampsia,transitions/OB-GYN/Late Post Partum Pre-eclampsia.json,p2,physiology_response,vasodilator,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,4.089009660052175,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": true}","{""BP_dia"": 95, ""BP_sys"": 165, ""HR"": 120, ""O2Sat"": 95, ""RR"": 22, ""T"": null}","{""BP_dia"": 110, ""BP_sys"": 170, ""HR"": 140, ""O2Sat"": 88, ""RR"": 24}","{""BP_dia"": 88, ""BP_sys"": 150, ""HR"": 116, ""O2Sat"": 95, ""RR"": 22, ""T"": null}","{""vitals"":{""BP_dia"":88,""BP_sys"":150,""HR"":116,""O2Sat"":95,""RR"":22,""T"":null}}",,,gpt-5.5
late_onset_postpartum_preeclampsia,transitions/OB-GYN/Late Post Partum Pre-eclampsia.json,p3,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,7.666159403508383,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 115, ""BP_sys"": 175, ""HR"": 140, ""O2Sat"": 82, ""RR"": 24, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 120, ""HR"": 100, ""O2Sat"": 100}","{""BP_dia"": 112, ""BP_sys"": 170, ""HR"": 132, ""O2Sat"": 94, ""RR"": 24, ""T"": null}","{""vitals"":{""BP_dia"":112,""BP_sys"":170,""HR"":132,""O2Sat"":94,""RR"":null,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p1,physiology_response,needle_decompression,"[""O2Sat""]",1.0,0.0,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 90, ""RR"": 40, ""T"": 35.5}","{""O2Sat"": 95}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 95, ""RR"": 40, ""T"": 35.5}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":95,""RR"":null,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p2,physiology_response,tube_thoracostomy,"[""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.5,2.5495097567963922,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""O2Sat"": true, ""RR"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 150, ""O2Sat"": 90, ""RR"": 40, ""T"": 35.5}","{""BP_dia"": 55, ""BP_sys"": 85, ""O2Sat"": 97, ""RR"": 20}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 150, ""O2Sat"": 95, ""RR"": 32, ""T"": 35.5}","{""vitals"":{""BP_dia"":58,""BP_sys"":92,""HR"":null,""O2Sat"":95,""RR"":32,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p3,physiology_response,blood_transfusion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.7071067811865476,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 155, ""O2Sat"": 95, ""RR"": 20, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 140}","{""BP_dia"": 55, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 95, ""RR"": 20, ""T"": null}","{""vitals"":{""BP_dia"":55,""BP_sys"":90,""HR"":140,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p4,time_progression,no_action,"[""O2Sat""]",1.0,0.8,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 155, ""O2Sat"": 95, ""RR"": 20, ""T"": null}","{""O2Sat"": 86}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 155, ""O2Sat"": 90, ""RR"": 20, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":90,""RR"":null,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p5,physiology_response,airway_medication,"[""O2Sat""]",1.0,1.0,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": 94, ""RR"": 20, ""T"": null}","{""O2Sat"": 85}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": 90, ""RR"": 20, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":90,""RR"":null,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p6,physiology_response,airway_medication,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.8708286933869707,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": 94, ""RR"": 20, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 60, ""HR"": 150}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 145, ""O2Sat"": 94, ""RR"": 20, ""T"": null}","{""vitals"":{""BP_dia"":50,""BP_sys"":75,""HR"":145,""O2Sat"":94,""RR"":20,""T"":null}}",,,gpt-5.5
obstetrical_trauma,transitions/OB-GYN/Obstetrical Trauma.json,p7,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,2.5573423705088842,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true, ""O2Sat"": true}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 140, ""O2Sat"": 94, ""RR"": 20, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 60, ""HR"": 140, ""O2Sat"": 99}","{""BP_dia"": 55, ""BP_sys"": 80, ""HR"": 145, ""O2Sat"": 98, ""RR"": 20, ""T"": null}","{""vitals"":{""BP_dia"":55,""BP_sys"":80,""HR"":145,""O2Sat"":98,""RR"":20,""T"":null}}",,,gpt-5.5
postpartum_hemorrhage_nrp,transitions/OB-GYN/Postpartum Hemorrhage and NRP.json,p2,physiology_response,obstetric_delivery,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,4.635730794599704,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 90, ""BP_sys"": 140, ""HR"": 130, ""O2Sat"": 100, ""RR"": 28}","{""BP_dia"": 80, ""BP_sys"": 120, ""HR"": 105, ""O2Sat"": 100, ""RR"": 12}","{""BP_dia"": 90, ""BP_sys"": 140, ""HR"": 130, ""O2Sat"": 100, ""RR"": 28, ""T"": null}","{""vitals"":{""BP_dia"":90,""BP_sys"":140,""HR"":130,""O2Sat"":100,""RR"":28,""T"":null}}",,,gpt-5.5
postpartum_hemorrhage_nrp,transitions/OB-GYN/Postpartum Hemorrhage and NRP.json,p3,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,5.811196090307054,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 80, ""BP_sys"": 120, ""HR"": 105, ""O2Sat"": 100, ""RR"": 12}","{""BP_dia"": 50, ""BP_sys"": 70, ""HR"": 125, ""O2Sat"": 100, ""RR"": 18}","{""BP_dia"": 78, ""BP_sys"": 118, ""HR"": 110, ""O2Sat"": 100, ""RR"": 14, ""T"": null}","{""vitals"":{""BP_dia"":78,""BP_sys"":118,""HR"":110,""O2Sat"":100,""RR"":14,""T"":null}}",,,gpt-5.5
postpartum_hemorrhage_nrp,transitions/OB-GYN/Postpartum Hemorrhage and NRP.json,p4,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.9110433579144299,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 70, ""HR"": 125, ""O2Sat"": 100, ""RR"": 18}","{""BP_dia"": 65, ""BP_sys"": 80, ""HR"": 118}","{""BP_dia"": 58, ""BP_sys"": 85, ""HR"": 115, ""O2Sat"": 100, ""RR"": 18, ""T"": null}","{""vitals"":{""BP_dia"":58,""BP_sys"":85,""HR"":115,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
postpartum_hemorrhage_nrp,transitions/OB-GYN/Postpartum Hemorrhage and NRP.json,p5,physiology_response,blood_transfusion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.5,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 70, ""HR"": 125, ""O2Sat"": 100, ""RR"": 18}","{""BP_dia"": 65, ""BP_sys"": 90, ""HR"": 110}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 100, ""RR"": 18, ""T"": null}","{""vitals"":{""BP_dia"":60,""BP_sys"":90,""HR"":110,""O2Sat"":100,""RR"":18,""T"":null}}",,,gpt-5.5
postpartum_hemorrhage_nrp,transitions/OB-GYN/Postpartum Hemorrhage and NRP.json,p6,physiology_response,uterine_exploration,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.6,2.539685019840059,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true}","{""BP_dia"": 50, ""BP_sys"": 70, ""HR"": 125, ""O2Sat"": 100, ""RR"": 18}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 105, ""O2Sat"": 100, ""RR"": 16}","{""BP_dia"": 52, ""BP_sys"": 75, ""HR"": 120, ""O2Sat"": 100, ""RR"": 18, ""T"": null}","{""vitals"":{""BP_dia"":52,""BP_sys"":75,""HR"":120,""O2Sat"":100,""RR"":18,""T"":null}}",,,gpt-5.5
ruptured_ectopic,transitions/OB-GYN/Ruptured Ectopic.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.5264337522473748,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 100, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 110}","{""BP_dia"": 55, ""BP_sys"": 82, ""HR"": 112, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.5}","{""vitals"":{""BP_dia"":55,""BP_sys"":82,""HR"":112,""O2Sat"":98,""RR"":12,""T"":36.5}}",,,gpt-5.5
ruptured_ectopic,transitions/OB-GYN/Ruptured Ectopic.json,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.0,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 110}","{""BP_dia"": 35, ""BP_sys"": 70, ""HR"": 115}","{""BP_dia"": 35, ""BP_sys"": 70, ""HR"": 125, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":35,""BP_sys"":70,""HR"":125,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
ruptured_ectopic,transitions/OB-GYN/Ruptured Ectopic.json,p3,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,0.6403124237432849,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 110}","{""BP_dia"": 30, ""BP_sys"": 65, ""HR"": 120}","{""BP_dia"": 34, ""BP_sys"": 68, ""HR"": 124, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""vitals"":{""BP_dia"":34,""BP_sys"":68,""HR"":124,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p1,physiology_response,vasopressor,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,1.174734012447073,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""BP_dia"": 50, ""BP_sys"": 85, ""HR"": 130}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 135, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""vitals"":{""BP_dia"":58,""BP_sys"":92,""HR"":135,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p2,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,1.5066519173319364,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""BP_dia"": 55, ""BP_sys"": 85, ""HR"": 125}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 112, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""vitals"":{""BP_dia"":58,""BP_sys"":92,""HR"":112,""O2Sat"":97,""RR"":40,""T"":36.1}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p3,physiology_response,bronchodilator,"[""O2Sat""]",1.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""O2Sat"": 99}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 98, ""RR"": 40, ""T"": 36.1}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":98,""RR"":null,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,1.91049731745428,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 97, ""RR"": 40, ""T"": 36.1}","{""BP_dia"": 40, ""BP_sys"": 60, ""HR"": 140, ""O2Sat"": 97, ""RR"": 42}","{""BP_dia"": 45, ""BP_sys"": 74, ""HR"": 132, ""O2Sat"": 93, ""RR"": 44, ""T"": 36.1}","{""vitals"":{""BP_dia"":45,""BP_sys"":74,""HR"":132,""O2Sat"":93,""RR"":44,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p5,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,0.447213595499958,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 40, ""BP_sys"": 60, ""HR"": 140, ""O2Sat"": 97, ""RR"": 42, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 70}","{""BP_dia"": 48, ""BP_sys"": 74, ""HR"": 140, ""O2Sat"": 97, ""RR"": 42, ""T"": null}","{""vitals"":{""BP_dia"":48,""BP_sys"":74,""HR"":140,""O2Sat"":97,""RR"":42,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p6,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia""]",1.0,1.4142135623730951,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": true}","{""BP_dia"": 40, ""BP_sys"": 60, ""HR"": 140, ""O2Sat"": 97, ""RR"": 42, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 85}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 140, ""O2Sat"": 97, ""RR"": 42, ""T"": null}","{""vitals"":{""BP_dia"":50,""BP_sys"":75,""HR"":null,""O2Sat"":null,""RR"":null,""T"":null}}",,,gpt-5.5
anaphylaxis_with_laryngospasm,transitions/Pediatrics/Anaphylaxis (+- Laryngospasm).json,p7,physiology_response,anaphylaxis_treatment,"[""O2Sat"", ""RR""]",1.0,0.5656854249492381,2,0,"{""O2Sat"": false, ""RR"": false}","{""O2Sat"": true, ""RR"": true}","{""BP_dia"": 60, ""BP_sys"": 88, ""HR"": 150, ""O2Sat"": 89, ""RR"": 48, ""T"": null}","{""O2Sat"": 94, ""RR"": 40}","{""BP_dia"": 60, ""BP_sys"": 88, ""HR"": 150, ""O2Sat"": 92, ""RR"": 42, ""T"": null}","{""vitals"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":92,""RR"":42,""T"":null}}",,,gpt-5.5
